Nazwa,Adres,Adres do mapy,Typ kuchni,Dzielnica,Ceny,Ocena,Opinii,Opis,Godziny,Pieszo Rama9,Pieszo Sukh101,Link
MISO RAMEN CHIKURA,"อาคาร Young Place Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","อาคาร Young Place Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Japońska,Sukhumvit,,4.5,13,"MISO RAMEN CHIKURA słynie z wyśmienitego „aged miso ramen” z bogatym bulionem i sprężystym makaronem, uznawanego przez gości za jeden z najlepszych w Tajlandii. Miejsce wyróżnia się niezwykle uprzejmą obsługą oraz faktem, że jest otwarte aż do 4 rano, co czyni je idealnym punktem na posiłek na zakończenie nocnego wyjścia. Klienci doceniają spokojną atmosferę oraz elastyczność kucharzy, którzy potrafią przygotować pyszne dania spoza karty, takie jak wegetariańska yakisoba.",Pon: 6:00 PM – 5:00 AM | Wt: 6:00 PM – 5:00 AM | Śr: 6:00 PM – 5:00 AM | Czw: 6:00 PM – 5:00 AM | Pt: 6:00 PM – 5:00 AM | Sob: 6:00 PM – 5:00 AM | Ndz: Closed,2.7,7.9,https://www.google.com/maps/search/?api=1&query=%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3+Young+Place+Soi+Sukhumvit+23%2C+Khwaeng+Khlong+Toei+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJVTCvAwCf4jAR7m8fRhixoCU
After You,"222, อาคารแพลทินัมแฟชั่นมอลล์, 512 Thanon Phetchaburi, แขวง ราชเทวี, เขต พญาไท, Krung Thep Maha Nakhon 10400, Thailand","222, อาคารแพลทินัมแฟชั่นมอลล์, 512 Thanon Phetchaburi, แขวง ราชเทวี, เขต พญาไท, Krung Thep Maha Nakhon 10400, Thailand",Kawiarnia,,$$$,4.4,1192,"After You to obowiązkowy punkt na kulinarnej mapie Bangkoku, słynący z doskonałych deserów takich jak maślane bułeczki Milk Bun, Shibuya honey toast oraz orzeźwiające kakigori o smaku mango sticky rice. Miejsce wyróżnia się szybką i niezwykle uprzejmą obsługą, a goście szczególnie polecają spróbowanie unikalnego Cheese Toast oraz tradycyjnej Thai tea. To idealna lokalizacja na słodki odpoczynek po zakupach, która zdaniem odwiedzających w pełni zasługuje na swoją wysoką renomę.",Pon: 10:00 AM – 9:00 PM | Wt: 10:00 AM – 9:00 PM | Śr: 10:00 AM – 9:00 PM | Czw: 10:00 AM – 9:00 PM | Pt: 10:00 AM – 9:00 PM | Sob: 10:00 AM – 9:00 PM | Ndz: 10:00 AM – 9:00 PM,3.8,11.0,https://www.google.com/maps/search/?api=1&query=222%2C+%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3%E0%B9%81%E0%B8%9E%E0%B8%A5%E0%B8%97%E0%B8%B4%E0%B8%99%E0%B8%B1%E0%B8%A1%E0%B9%81%E0%B8%9F%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99%E0%B8%A1%E0%B8%AD%E0%B8%A5%E0%B8%A5%E0%B9%8C%2C+512+Thanon+Phetchaburi%2C+%E0%B9%81%E0%B8%82%E0%B8%A7%E0%B8%87+%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B9%80%E0%B8%97%E0%B8%A7%E0%B8%B5%2C+%E0%B9%80%E0%B8%82%E0%B8%95+%E0%B8%9E%E0%B8%8D%E0%B8%B2%E0%B9%84%E0%B8%97%2C+Krung+Thep+Maha+Nakhon+10400%2C+Thailand&query_place_id=ChIJgVNtYcuf4jARrMnjBoy0L7M
Guss Damn Good (True Digital Park),"ชั้น1 โครงการทรู ดิจิทัลพาร์ค เฟส1, 101 Sukhumvit Rd, Khwaeng Bang Chak, Khet Phra Khanong, Krung Thep Maha Nakhon 10260, Thailand","ชั้น1 โครงการทรู ดิจิทัลพาร์ค เฟส1, 101 Sukhumvit Rd, Khwaeng Bang Chak, Khet Phra Khanong, Krung Thep Maha Nakhon 10260, Thailand",Kawiarnia,Sukhumvit,,4.9,172,"Guss Damn Good oferuje szeroki wybór kreatywnych, autorskich smaków o intensywnym aromacie, wśród których klienci szczególnie polecają lody kawowe. Miejsce wyróżnia się wysoką jakością składników oraz wyjątkowo miłą i pomocną obsługą, co sprawia, że mimo nieco wyższych cen warto tu zajrzeć na szybki deser.",Pon: 10:00 AM – 10:00 PM | Wt: 10:00 AM – 10:00 PM | Śr: 10:00 AM – 10:00 PM | Czw: 10:00 AM – 10:00 PM | Pt: 10:00 AM – 10:00 PM | Sob: 10:00 AM – 10:00 PM | Ndz: 10:00 AM – 10:00 PM,10.8,0.9,https://www.google.com/maps/search/?api=1&query=%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%991+%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%97%E0%B8%A3%E0%B8%B9+%E0%B8%94%E0%B8%B4%E0%B8%88%E0%B8%B4%E0%B8%97%E0%B8%B1%E0%B8%A5%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%84+%E0%B9%80%E0%B8%9F%E0%B8%AA1%2C+101+Sukhumvit+Rd%2C+Khwaeng+Bang+Chak%2C+Khet+Phra+Khanong%2C+Krung+Thep+Maha+Nakhon+10260%2C+Thailand&query_place_id=ChIJFRYCIIqh4jAR8IaJu0FaEP8
HEBE Plant Bar ไอศครีมฮีบี้ (Emquartier),"695 G floor, Sukhumvit Rd, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","695 G floor, Sukhumvit Rd, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Kawiarnia,Sukhumvit,,4.9,170,"HEBE Plant Bar to wyjątkowy punkt w Bangkoku serwujący kremowe lody wegańskie o naturalnym składzie, bez sztucznych dodatków i bez dodatku cukru. Warto spróbować lodów pistacjowych z prawdziwymi orzechami, które dzięki doskonałej konsystencji i wyważonej słodyczy zachwycą nie tylko wegan, ale i miłośników tradycyjnych deserów. To idealne miejsce na lekki, orzeźwiający przysmak przygotowany z lokalnych składników, który smakiem w ogóle nie ustępuje produktom mlecznym.",Pon: 10:00 AM – 10:00 PM | Wt: 10:00 AM – 10:00 PM | Śr: 10:00 AM – 10:00 PM | Czw: 10:00 AM – 10:00 PM | Pt: 10:00 AM – 10:00 PM | Sob: 10:00 AM – 10:00 PM | Ndz: 10:00 AM – 10:00 PM,3.7,6.7,https://www.google.com/maps/search/?api=1&query=695+G+floor%2C+Sukhumvit+Rd%2C+Khwaeng+Khlong+Tan+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJfeNfaWKf4jAR8j8J__8Ya4Y
Le Macaron,"189 Sukhumvit Rd, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","189 Sukhumvit Rd, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Kawiarnia,Sukhumvit,,4.3,97,"Le Macaron to nowoczesna i spokojna cukiernia w hotelu Sofitel, słynąca z rzemieślniczych deserów, makaroników oraz chrupiących czekoladowych croissantów. Warto zamówić tu kawę Americano, która serwowana jest w wyjątkowym zestawie z canelé, ciastkiem i darmową wodą, lub spróbować orzeźwiającego kawowego slushy o konsystencji sorbetu. Miejsce wyróżnia się eleganckim wystrojem idealnym do obserwowania życia ulicy oraz profesjonalną i przyjazną obsługą.",Pon: 7:00 AM – 10:00 PM | Wt: 7:00 AM – 10:00 PM | Śr: 7:00 AM – 10:00 PM | Czw: 7:00 AM – 10:00 PM | Pt: 7:00 AM – 10:00 PM | Sob: 7:00 AM – 10:00 PM | Ndz: 7:00 AM – 10:00 PM,2.8,8.0,https://www.google.com/maps/search/?api=1&query=189+Sukhumvit+Rd%2C+Khwaeng+Khlong+Toei+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJq3qx_-Oe4jAR-aOjXujm98c
Phuketique Bangkok,"759 Soi Thong Lo, Thonglor), Klongton-Nua, Watthana, Krung Thep Maha Nakhon 10110, Thailand","759 Soi Thong Lo, Thonglor), Klongton-Nua, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Kawiarnia,Thonglor,,4.4,80,"Phuketique to obowiązkowy punkt dla miłośników słodkości, słynący z wyjątkowego, smażonego na maśle tostu z sosem z palonego karmelu i domowymi lodami waniliowymi. Choć ceny są wyższe, goście doceniają duże porcje oraz wysoką jakość składników, a jako prezent polecają zakup pakowanych ""flat toasts"". Miejsce wyróżnia się swobodną atmosferą i przyjazną obsługą, oferując dodatkowo strefę gier dla odwiedzających.",Pon: Closed | Wt: 12:00 – 10:30 PM | Śr: 12:00 – 10:30 PM | Czw: 12:00 – 10:30 PM | Pt: 12:00 – 10:30 PM | Sob: 12:00 – 10:30 PM | Ndz: 12:00 – 10:30 PM,3.3,7.4,https://www.google.com/maps/search/?api=1&query=759+Soi+Thong+Lo%2C+Thonglor%29%2C+Klongton-Nua%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJz8vBQJWf4jARN9k4jEn-drA
kanomsiam Emquartier (ขนมสยาม เอ็มควอเทียร์),"693, 695Sukhumvit Road, แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110, Thailand","693, 695Sukhumvit Road, แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110, Thailand",Kawiarnia,Sukhumvit,,4.7,62,"Kanomsiam w Emquartier słynie z tradycyjnych placuszków pandanowych (Pandan Sweetmelts) o unikalnej, sprężystej konsystencji i uroczych kształtach przypominających małe kwiaty. Warto zamówić także placuszki kukurydziane oraz warianty z nadzieniem z tajskiej herbaty mlecznej, które najlepiej smakują kupione na miejscu i zjedzone na świeżo. Miejsce to jest cenione za wysoką jakość deserów łączących tradycję z nowoczesnymi smakami.",Pon: 10:00 AM – 10:00 PM | Wt: 10:00 AM – 10:00 PM | Śr: 10:00 AM – 10:00 PM | Czw: 10:00 AM – 10:00 PM | Pt: 10:00 AM – 10:00 PM | Sob: 10:00 AM – 10:00 PM | Ndz: 10:00 AM – 10:00 PM,3.7,6.5,https://www.google.com/maps/search/?api=1&query=693%2C+695Sukhumvit+Road%2C+%E0%B9%81%E0%B8%82%E0%B8%A7%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%87%E0%B8%95%E0%B8%B1%E0%B8%99%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD+%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2+%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3+10110%2C+Thailand&query_place_id=ChIJKZbCQ1Wf4jARl2z7vUrvzas
DOYAJI Korean BBQ Buffet Asok โดยาจี อโศก 도야지 아속,"2nd Floor, 246 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand","2nd Floor, 246 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",Koreańska,Sukhumvit,,4.9,3221,"DOYAJI to budżetowy bufet bez limitu czasowego, oferujący bogaty wybór dań, z których goście szczególnie polecają rolki z wodorostów oraz chrupiącą pizzę. Unikalnym udogodnieniem jest fakt, że obsługa samodzielnie grilluje mięsa (wieprzowinę i kurczaka) dla klientów, co pozwala w pełni cieszyć się szeroką gamą tradycyjnych przystawek, zup i kimbapu.",Pon: 11:00 AM – 10:30 PM | Wt: 11:00 AM – 10:30 PM | Śr: 11:00 AM – 10:30 PM | Czw: 11:00 AM – 10:30 PM | Pt: 11:00 AM – 10:30 PM | Sob: 11:00 AM – 10:30 PM | Ndz: 11:00 AM – 10:30 PM,2.9,7.9,https://www.google.com/maps/search/?api=1&query=2nd+Floor%2C+246+Sukhumvit+Rd%2C+Khwaeng+Khlong+Toei%2C+Khet+Khlong+Toei%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJmRkPaACf4jARyewh9Wqp940
The Tang 더탕 เดอะ ทัง _by Sura39,"595 Sukhumvit Rd, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","595 Sukhumvit Rd, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Koreańska,Sukhumvit,,4.8,2362,"The Tang serwuje autentyczne dania kuchni koreańskiej w hojnych porcjach, a ich specjalnością jest pożywna, parzona przez siedem godzin zupa z kurczaka z żeń-szeniem oraz doskonale przyrządzona zupa wołowa z ryżem. To jasne i przytulne miejsce wyróżnia się niezwykle przyjazną obsługą oraz relaksującą atmosferą, idealną na spokojny i regenerujący lunch. Warto spróbować także orzeźwiającego makaronu gryczanego oraz pełnego smaku duszonego kurczaka na ostro.",Pon: 8:00 AM – 9:30 PM | Wt: 8:00 AM – 9:30 PM | Śr: 8:00 AM – 9:30 PM | Czw: 8:00 AM – 9:30 PM | Pt: 8:00 AM – 9:30 PM | Sob: 8:00 AM – 9:30 PM | Ndz: 8:00 AM – 9:30 PM,3.6,6.8,https://www.google.com/maps/search/?api=1&query=595+Sukhumvit+Rd%2C+Khwaeng+Khlong+Tan+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJ8x4q516f4jAR61pr3LVRsaA
Dong E,"212/20, 1st Floor, Sukhumvit Plaza Soi 12 (Korean Town, ถ. สุขุมวิท แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110, Thailand","212/20, 1st Floor, Sukhumvit Plaza Soi 12 (Korean Town, ถ. สุขุมวิท แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110, Thailand",Koreańska,Sukhumvit,,4.9,2335,"Dong E to autentyczna koreańska restauracja słynąca z doskonałego BBQ, placków z owocami morza oraz zupy z pierożkami Tteok Mandutguk. Miejsce wyróżnia się nielimitowanymi, wysokiej jakości przystawkami z pysznym kimchi oraz wyjątkowo ciepłą i profesjonalną obsługą. To przytulny i czysty lokal w samym sercu Korean Town, oferujący znakomite jedzenie w przystępnych cenach.",Pon: 10:30 AM – 10:00 PM | Wt: 10:30 AM – 10:00 PM | Śr: 10:30 AM – 10:00 PM | Czw: 10:30 AM – 10:00 PM | Pt: 10:30 AM – 10:00 PM | Sob: 10:30 AM – 10:00 PM | Ndz: 10:30 AM – 10:00 PM,3.0,8.1,https://www.google.com/maps/search/?api=1&query=212%2F20%2C+1st+Floor%2C+Sukhumvit+Plaza+Soi+12+%28Korean+Town%2C+%E0%B8%96.+%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97+%E0%B9%81%E0%B8%82%E0%B8%A7%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%95%E0%B8%A2+%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%95%E0%B8%A2+%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3+10110%2C+Thailand&query_place_id=ChIJox7O4eOe4jARMNBT7vmIDzY
Myeong Ga,"21216 สุขุมวิทพลาซ่า ซอย Sukhumvit 12, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand","21216 สุขุมวิทพลาซ่า ซอย Sukhumvit 12, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",Koreańska,Sukhumvit,$$$,4.8,2261,"Myeong Ga to ceniona od lat restauracja serwująca autentyczne koreańskie smaki, w tym polecany boczek wieprzowy, kimbap oraz zupę soondobu. Miejsce wyróżnia się bogatym wyborem darmowych przystawek oraz profesjonalną obsługą, która wyręcza gości w grillowaniu mięsa bezpośrednio przy stoliku. To punkt obowiązkowy dla fanów koreańskiego BBQ, chwalony za świeżość składników i niezmienny od lat, wysokiej jakości smak.",Pon: 10:00 AM – 10:00 PM | Wt: 10:00 AM – 10:00 PM | Śr: 10:00 AM – 10:00 PM | Czw: 10:00 AM – 10:00 PM | Pt: 10:00 AM – 10:00 PM | Sob: 10:00 AM – 10:00 PM | Ndz: 10:00 AM – 10:00 PM,2.9,8.0,https://www.google.com/maps/search/?api=1&query=21216+%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%9E%E0%B8%A5%E0%B8%B2%E0%B8%8B%E0%B9%88%E0%B8%B2+%E0%B8%8B%E0%B8%AD%E0%B8%A2+Sukhumvit+12%2C+Khwaeng+Khlong+Toei%2C+Khet+Khlong+Toei%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJkTWS3eOe4jARauzDiBy263Y
Itaewon Shabu Buffet,"Thailand, Bangkok, Phra Khanong, Bangkok, Sukhumvit 103 Rd, Udomsuk Walk, Itaewon Shabu Buffet","Thailand, Bangkok, Phra Khanong, Bangkok, Sukhumvit 103 Rd, Udomsuk Walk, Itaewon Shabu Buffet",Koreańska,Sukhumvit,,4.8,2126,"Itaewon Shabu Buffet to koreańska restauracja oferująca nielimitowane shabu-shabu z bogatym wyborem świeżych mięs, owoców morza i warzyw w przystępnej cenie 299 THB (z napojami). Warto spróbować autentycznych dań, takich jak koreański smażony kurczak, kimbap czy tteokbokki, wybierając do zestawu jeden z kilku aromatycznych bulionów (np. kostny lub rybny). Miejsce wyróżnia się brakiem limitu czasowego, sprawną obsługą oraz klimatyzowaną salą i dużym parkingiem.",Pon: 11:00 AM – 10:00 PM | Wt: 11:00 AM – 10:00 PM | Śr: 11:00 AM – 10:00 PM | Czw: 11:00 AM – 10:00 PM | Pt: 11:00 AM – 10:00 PM | Sob: 11:00 AM – 10:00 PM | Ndz: 11:00 AM – 10:00 PM,13.3,3.4,https://www.google.com/maps/search/?api=1&query=Thailand%2C+Bangkok%2C+Phra+Khanong%2C+Bangkok%2C+Sukhumvit+103+Rd%2C+Udomsuk+Walk%2C+Itaewon+Shabu+Buffet&query_place_id=ChIJg7dExINfHTER3iW8S8n00wg
SURA Korean BBQ_by Korean Chef,"32/1 Soi Sukhumvit 39, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","32/1 Soi Sukhumvit 39, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Koreańska,Sukhumvit,$$$,4.7,2028,"SURA Korean BBQ to autentyczna restauracja wyróżniająca się tradycyjnym grillowaniem na węglu drzewnym oraz rzadko spotykanymi daniami, takimi jak Kimchi Jjim, sycące zupy z tofu czy placki z owocami morza. Goście doceniają hojne porcje darmowych przystawek (banchan), przystępne ceny oraz ciepłą, gościnną atmosferę. To ukryty skarb Bangkoku, który oferuje wysoką jakość potraw i profesjonalną obsługę, idealną na nieformalną kolację.",Pon: 11:30 AM – 10:30 PM | Wt: 11:30 AM – 10:30 PM | Śr: 11:30 AM – 10:30 PM | Czw: 11:30 AM – 10:30 PM | Pt: 11:30 AM – 10:30 PM | Sob: 11:30 AM – 10:30 PM | Ndz: 11:30 AM – 10:30 PM,3.1,6.9,https://www.google.com/maps/search/?api=1&query=32%2F1+Soi+Sukhumvit+39%2C+Khwaeng+Khlong+Tan+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJcQq1s_-e4jARN4ySRHpTidY
Doo Rae,"212 15 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand","212 15 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",Koreańska,Sukhumvit,$$$,4.6,1741,"Doo Rae w Korean Town to autentyczna restauracja słynąca z doskonałych żeberek (marinated prime rib), zupy z tofu i małżami oraz bogatego wyboru darmowych przystawek i świeżych warzyw. Miejsce wyróżnia się profesjonalną obsługą, która wyręcza gości w grillowaniu mięsa i dba o wyjątkową czystość rusztu, regularnie go wymieniając. Warto spróbować tu także japchae lub gamjatang, ciesząc się smakami, które przyciągają nawet rodowitych Koreańczyków.",Pon: 11:00 AM – 10:00 PM | Wt: 11:00 AM – 10:00 PM | Śr: 11:00 AM – 10:00 PM | Czw: 11:00 AM – 10:00 PM | Pt: 11:00 AM – 10:00 PM | Sob: 11:00 AM – 10:00 PM | Ndz: 11:00 AM – 10:00 PM,2.9,8.0,https://www.google.com/maps/search/?api=1&query=212+15+Sukhumvit+Rd%2C+Khwaeng+Khlong+Toei%2C+Khet+Khlong+Toei%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJt-itk-Oe4jAR-7mgbaBJzlg
Factory Buffet,"308, ปาก Soi Udom Suk 26, Bang Na Nuea, Khet Bang Na, Krung Thep Maha Nakhon 10260, Thailand","308, ปาก Soi Udom Suk 26, Bang Na Nuea, Khet Bang Na, Krung Thep Maha Nakhon 10260, Thailand",Koreańska,Bang Na,$$$,4.8,1607,"Factory Buffet to popularny koreański grill, który wyróżnia się brakiem limitu czasowego oraz wyjątkowo kruchą wieprzowiną sezonowaną na sucho (dry-aged pork). Poza wysokiej jakości mięsem i owocami morza, warto spróbować bogatego wyboru tradycyjnych dodatków, przekąsek oraz zimnego makaronu. Goście doceniają to miejsce za świetny stosunek jakości do ceny oraz niezwykle profesjonalną i przyjazną obsługę.",Pon: 11:00 AM – 11:00 PM | Wt: 11:00 AM – 11:00 PM | Śr: 11:00 AM – 11:00 PM | Czw: 11:00 AM – 11:00 PM | Pt: 11:00 AM – 11:00 PM | Sob: 11:00 AM – 11:00 PM | Ndz: 11:00 AM – 11:00 PM,12.2,2.3,https://www.google.com/maps/search/?api=1&query=308%2C+%E0%B8%9B%E0%B8%B2%E0%B8%81+Soi+Udom+Suk+26%2C+Bang+Na+Nuea%2C+Khet+Bang+Na%2C+Krung+Thep+Maha+Nakhon+10260%2C+Thailand&query_place_id=ChIJq3dXXdZfHTERHYA_3hRTIfM
Jang Won,"212/8,-9-10 ชั้นที่ 1 Sukhumvit 12, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand","212/8,-9-10 ชั้นที่ 1 Sukhumvit 12, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",Koreańska,Sukhumvit,$$$$,4.3,1605,"Spacious restaurant specializing in traditional, Korean-style BBQ with DIY tabletop charcoal grills.",Pon: 9:00 AM – 5:00 AM | Wt: 9:00 AM – 5:00 AM | Śr: 9:00 AM – 5:00 AM | Czw: 9:00 AM – 5:00 AM | Pt: 9:00 AM – 5:00 AM | Sob: 9:00 AM – 5:00 AM | Ndz: 9:00 AM – 5:00 AM,2.9,8.0,https://www.google.com/maps/search/?api=1&query=212%2F8%2C-9-10+%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99%E0%B8%97%E0%B8%B5%E0%B9%88+1+Sukhumvit+12%2C+Khwaeng+Khlong+Toei%2C+Khet+Khlong+Toei%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJ69KL4-Oe4jARBhOsXE0BO_Q
KBBQ Sukhumvit,"เรสซิเดนเซส ชั้น 2 ถ. 12/497 อาคาร 15 สุขุมวิท Soi Sukhumvit 13, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","เรสซิเดนเซส ชั้น 2 ถ. 12/497 อาคาร 15 สุขุมวิท Soi Sukhumvit 13, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Koreańska,Sukhumvit,$$$,4.7,1500,"Classic Korean barbecue dishes lie in store at this casual, industrial-style buffet restaurant.",Pon: 11:30 AM – 10:00 PM | Wt: 11:30 AM – 10:00 PM | Śr: 11:30 AM – 10:00 PM | Czw: 11:30 AM – 10:00 PM | Pt: 11:30 AM – 10:00 PM | Sob: 11:30 AM – 10:00 PM | Ndz: 11:30 AM – 10:00 PM,2.7,8.4,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%A3%E0%B8%AA%E0%B8%8B%E0%B8%B4%E0%B9%80%E0%B8%94%E0%B8%99%E0%B9%80%E0%B8%8B%E0%B8%AA+%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99+2+%E0%B8%96.+12%2F497+%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3+15+%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97+Soi+Sukhumvit+13%2C+Khwaeng+Khlong+Toei+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJbykHRfSf4jARn2JYKm5ZdFM
